player,agency,agent,season,salary,salary_amnesty,,player
Emeka Okafor,Excel Sports Management,Jeff Schwartz,2017-2018,0,FALSE,,
Enes Kanter,Independent,Max Ergul,2017-2018,0,FALSE,,
Eric Bledsoe,Klutch Sports Management,Rich Paul,2017-2018,0,FALSE,,
Eric Gordon,Landmark Sports Agency,Rob Pelinka,2017-2018,0,FALSE,,
Eric Maynor,ASM Sports,Andy Miller,2017-2018,0,FALSE,,
Ersan Ilyasova,ASM Sports,Andy Miller,2017-2018,0,FALSE,,
Evan Fournier,Comsport,Bouna Ndiaye,2017-2018,0,FALSE,,
Evan Turner,FAME,David Falk,2017-2018,0,FALSE,,
Fab Melo,Wasserman Media Group,BJ Armstrong,2017-2018,0,FALSE,,
Festus Ezeli,BDA Sports Management,Bill Duffy,2017-2018,0,FALSE,,
Francisco Garcia,Goodwin Management Group,Aaron Goodwin,2017-2018,0,FALSE,,
Garrett Temple,Performance Sports Management,John Hamilton,2017-2018,0,FALSE,,
Gary Neal,Lagardere Unlimited,David Bauman,2017-2018,TBD,FALSE,,
George Hill,Saga Sports,Bill Neff,2017-2018,0,FALSE,,
Gerald Green,Rival Sports Group,Colin Bryant,2017-2018,0,FALSE,,
Gerald Henderson,Wasserman Media Group,Arn Tellem,2017-2018,0,FALSE,,
Gerald Wallace,Landmark Sports Agency,Rob Pelinka,2017-2018,0,FALSE,,
Giannis Antetokounmpo,Octagon Athlete Representation,Alex Saratsis,2017-2018,4187597,FALSE,,
Gigi Datome,Excel Sports Management,Sam Goldfeder,2017-2018,0,FALSE,,
Glen Davis,Performance Sports Management,John Hamilton,2017-2018,0,FALSE,,
Glen Rice Jr,24/7 Sports Management,Jeff Wechsler,2017-2018,TBD,FALSE,,
Goran Dragic,BDA Sports Management,Rade Filipovich,2017-2018,0,FALSE,,
Gordon Hayward,Priority Sports & Entertainment,Mark Bartelstein,2017-2018,0,FALSE,,
Gorgui Dieng,Wasserman Media Group,Arn Tellem,2017-2018,3384596,FALSE,,
Greg Monroe,FAME,David Falk,2017-2018,0,FALSE,,
Greg Oden,BDA Sports Management,Mike Conley,2017-2018,0,FALSE,,
Greg Smith,Impact Sports Basketball,Brian Elfus,2017-2018,0,FALSE,,
Greg Stiemsma,Priority Sports & Entertainment,Mark Bartelstein,2017-2018,0,FALSE,,
Greivis Vasquez,Wasserman Media Group,Arn Tellem,2017-2018,0,FALSE,,
Gustavo Ayon,Duran International Sports Management,Emilio Duran,2017-2018,0,FALSE,,
Hamed Haddadi,Pinnacle Management Corporation,Marc Cornstein,2017-2018,0,FALSE,,
Harrison Barnes,24/7 Sports Management,Jeff Wechsler,2017-2018,0,FALSE,,
Hidayet Turkoglu,Williams & Connolly,Jim Tanner,2017-2018,0,FALSE,,
Ian Mahinmi,Comsport,Bouna Ndiaye,2017-2018,0,FALSE,,
Iman Shumpert,Relativity Sports,Dan Fegan,2017-2018,0,FALSE,,
Isaiah Canaan,Priority Sports & Entertainment,Mark Bartelstein,2017-2018,0,FALSE,,
Isaiah Thomas,ASM Sports,Andy Miller,2017-2018,0,FALSE,,
Ishmael Smith,IAM Sports,Raymond Brothers,2017-2018,0,FALSE,,
J.J. Hickson,ASM Sports,Andy Miller,2017-2018,0,FALSE,,
J.J. Redick,Wasserman Media Group,Arn Tellem,2017-2018,0,FALSE,,
J.R. Smith,Creative Artists Agency,Leon Rose,2017-2018,TBD,FALSE,,
Jae Crowder,Alliance Sports Management,Glenn Schwartzman,2017-2018,0,FALSE,,
Jamaal Franklin,Impact Sports Basketball,Brian Elfus,2017-2018,0,FALSE,,
Jamal Crawford,ASM Sports,Andy Miller,2017-2018,0,FALSE,,
James Anderson,ASM Sports,Andy Miller,2017-2018,0,FALSE,,
James Harden,Landmark Sports Agency,Rob Pelinka,2017-2018,17769374,FALSE,,
James Johnson,Priority Sports & Entertainment,Mark Bartelstein,2017-2018,0,FALSE,,
James Jones,Bell Management,Joel Bell,2017-2018,0,FALSE,,
James Southerland,Priority Sports & Entertainment,Mark Bartelstein,2017-2018,TBD,FALSE,,
Jan Vesely,Wasserman Media Group,Arn Tellem,2017-2018,0,FALSE,,
Jannero Pargo,Priority Sports & Entertainment,Mark Bartelstein,2017-2018,0,FALSE,,
Jared Cunningham,Excel Sports Management,Jeff Schwartz,2017-2018,0,FALSE,,
Jared Dudley,Priority Sports & Entertainment,Mark Bartelstein,2017-2018,0,FALSE,,
Jared Sullinger,FAME,David Falk,2017-2018,0,FALSE,,
Jarrett Jack,Excel Sports Management,Jeff Schwartz,2017-2018,0,FALSE,,
Jarvis Varnado,Impact Sports Basketball,Mitch Frankel,2017-2018,0,FALSE,,
Jason Maxiell,ASM Sports,Andy Miller,2017-2018,0,FALSE,,
Jason Richardson,Relativity Sports,Dan Fegan,2017-2018,0,FALSE,,
Jason Smith,Priority Sports & Entertainment,Mark Bartelstein,2017-2018,0,FALSE,,
Jason Terry,Wasserman Media Group,Arn Tellem,2017-2018,0,FALSE,,
Jason Thompson,Creative Artists Agency,Leon Rose,2017-2018,0,FALSE,,
JaVale McGee,Wasserman Media Group,BJ Armstrong,2017-2018,0,FALSE,,
Jeff Adrien,Priority Sports & Entertainment,Mark Bartelstein,2017-2018,0,FALSE,,
Jeff Ayres,Impact Sports Basketball,Mitch Frankel,2017-2018,0,FALSE,,
Jeff Green,FAME,David Falk,2017-2018,0,FALSE,,
Jeff Teague,ASM Sports,Andy Miller,2017-2018,0,FALSE,,
Jeff Withey,Wasserman Media Group,Arn Tellem,2017-2018,0,FALSE,,
Jeffery Taylor,BDA Sports Management,Todd Ramasar,2017-2018,0,FALSE,,
Jeremy Evans,Priority Sports & Entertainment,Mark Bartelstein,2017-2018,0,FALSE,,
Jeremy Lamb,Excel Sports Management,Jeff Schwartz,2017-2018,0,FALSE,,
Jeremy Lin,Williams & Connolly,Jim Tanner,2017-2018,0,FALSE,,
Jeremy Tyler,Wasserman Media Group,Arn Tellem,2017-2018,TBD,FALSE,,
Jermaine O'Neal,Wasserman Media Group,Arn Tellem,2017-2018,0,FALSE,,
Jerryd Bayless,Excel Sports Management,Jeff Schwartz,2017-2018,0,FALSE,,
Jimmer Fredette,Octagon Athlete Representation,Chris Emens,2017-2018,0,FALSE,,
Jimmy Butler,Relativity Sports,Dan Fegan,2017-2018,0,FALSE,,
Joakim Noah,BDA Sports Management,Bill Duffy,2017-2018,0,FALSE,,
Jodie Meeks,Lagardere Unlimited,David Bauman,2017-2018,0,FALSE,,
Joe Johnson,Wasserman Media Group,Arn Tellem,2017-2018,0,FALSE,,
Joel Anthony,Excel Sports Management,Mike Higgins,2017-2018,0,FALSE,,
Joel Freeland,Elite Sports,Rafael Calvo,2017-2018,0,FALSE,,
John Henson,Williams & Connolly,Jim Tanner,2017-2018,0,FALSE,,
John Jenkins,BDA Sports Management,Bill Duffy,2017-2018,0,FALSE,,
John Lucas,Lee Basketball Services LTD,Bernie Lee,2017-2018,0,FALSE,,
John Salmons,Bell Management,Joel Bell,2017-2018,0,FALSE,,
John Wall,Relativity Sports,Dan Fegan,2017-2018,16784031,FALSE,,
Jon Leuer,Priority Sports & Entertainment,Mark Bartelstein,2017-2018,0,FALSE,,
Jonas Jerebko,The Neustadt Group,Doug Neustadt,2017-2018,0,FALSE,,
Jonas Valanciunas,Creative Artists Agency,Leon Rose,2017-2018,0,FALSE,,
Jordan Crawford,Creative Artists Agency,Aaron Mintz,2017-2018,0,FALSE,,
Jordan Farmar,Rival Sports Group,Tony Dutt,2017-2018,0,FALSE,,
Jordan Hamilton,Premier Sports,Gregory Nunn,2017-2018,0,FALSE,,
Jordan Henriquez,Premier Sports,Gregory Nunn,2017-2018,0,FALSE,,
Jordan Hill,BDA Sports Management,Kevin Bradbury,2017-2018,0,FALSE,,
Jose Juan Barea,Relativity Sports,Dan Fegan,2017-2018,0,FALSE,,
Jose Calderon,Priority Sports & Entertainment,Mark Bartelstein,2017-2018,0,FALSE,,
Josh Childress,Octagon Athlete Representation,Jeff Austin,2017-2018,0,FALSE,,
Josh Childress,Octagon Athlete Representation,Jeff Austin,2017-2018,0,FALSE,,
Josh Harrellson,United Sports and Entertainment Group,Merle Scott,2017-2018,0,FALSE,,
Josh McRoberts,BDA Sports Management,Mike Conley,2017-2018,0,FALSE,,
Josh Smith,Perennial,Wallace Prather,2017-2018,0,FALSE,,
Jrue Holiday,Rival Sports Group,Tony Dutt,2017-2018,0,FALSE,,
Kawhi Leonard,Impact Sports Basketball,Brian Elfus,2017-2018,0,FALSE,,
Kelly Olynyk,Wasserman Media Group,Arn Tellem,2017-2018,4279020,FALSE,,
Kemba Walker,Excel Sports Management,Jeff Schwartz,2017-2018,0,FALSE,,
Kendall Marshall,Octagon Athlete Representation,Jeff Austin,2017-2018,0,FALSE,,
Kendrick Perkins,Wasserman Media Group,Arn Tellem,2017-2018,0,FALSE,,
Kenneth Faried,Wasserman Media Group,Arn Tellem,2017-2018,0,FALSE,,
Kent Bazemore,Walton Sports,Austin Walton,2017-2018,0,FALSE,,
Kentavious Caldwell-Pope,Wasserman Media Group,Thaddeus Foucher,2017-2018,4958374,FALSE,,
Kenyon Martin,ASM Sports,Andy Miller,2017-2018,0,FALSE,,
Kevin Durant,Roc Nation Sports,Juan Perez,2017-2018,0,FALSE,,
Kevin Garnett,ASM Sports,Andy Miller,2017-2018,0,FALSE,,
Kevin Love,Excel Sports Management,Jeff Schwartz,2017-2018,0,FALSE,,
Kevin Martin,Relativity Sports,Dan Fegan,2017-2018,0,FALSE,,
Kevin Seraphin,Klutch Sports Management,Rich Paul,2017-2018,0,FALSE,,
Khris Middleton,Excel Sports Management,Michael Lindeman,2017-2018,0,FALSE,,
Kirk Hinrich,Octagon Athlete Representation,Jeff Austin,2017-2018,0,FALSE,,
Klay Thompson,BDA Sports Management,Bill Duffy,2017-2018,0,FALSE,,
Kobe Bryant,Landmark Sports Agency,Rob Pelinka,2017-2018,0,FALSE,,
Kosta Koufos,Mark Termini Associates,Mark Termini,2017-2018,0,FALSE,,
Kris Humphries,Wasserman Media Group,Arn Tellem,2017-2018,0,FALSE,,
Kris Joseph,CGL Sports,Chris Grier Luchey,2017-2018,0,FALSE,,
Kwame Brown,Priority Sports & Entertainment,Mark Bartelstein,2017-2018,0,FALSE,,
Kyle Korver,Excel Sports Management,Jeff Schwartz,2017-2018,0,FALSE,,
Kyle Lowry,ASM Sports,Andy Miller,2017-2018,0,FALSE,,
Kyle Singler,Wasserman Media Group,Arn Tellem,2017-2018,0,FALSE,,
Kyrie Irving,24/7 Sports Management,Jeff Wechsler,2017-2018,0,FALSE,,
LaMarcus Aldridge,Wasserman Media Group,Arn Tellem,2017-2018,0,FALSE,,
Lance Thomas,540 Sports and Entertainment LLC,John Spencer,2017-2018,0,FALSE,,
Landry Fields,Octagon Athlete Representation,Chris Emens,2017-2018,0,FALSE,,
Larry Sanders,Relativity Sports,Dan Fegan,2017-2018,11000000,FALSE,,
Lavoy Allen,ASM Sports,Andy Miller,2017-2018,0,FALSE,,
LeBron James,Klutch Sports Management,Rich Paul,2017-2018,0,FALSE,,
Linas Kleiza,BDA Sports Management,Rade Filipovich,2017-2018,0,FALSE,,
Louis Amundson,Priority Sports & Entertainment,Mark Bartelstein,2017-2018,TBD,FALSE,,
Louis Williams,Creative Artists Agency,Leon Rose,2017-2018,0,FALSE,,
Luc Mbah A Moute,Excel Sports Management,Jeff Schwartz,2017-2018,0,FALSE,,
Luis Scola,AAI Sports,George Bass,2017-2018,0,FALSE,,
Luis Scola,AAI Sports,George Bass,2017-2018,0,FALSE,,
Luke Ridnour,Williams & Connolly,Jim Tanner,2017-2018,0,FALSE,,
Luol Deng,Interperformances,Herb Rudoy,2017-2018,0,FALSE,,
Maalik Wayns,ASM Sports,Andy Miller,2017-2018,0,FALSE,,
Malcolm Lee,Impact Sports Basketball,Mitch Frankel,2017-2018,0,FALSE,,
Manu Ginobili,Interperformances,Herb Rudoy,2017-2018,0,FALSE,,
Marc Gasol,Wasserman Media Group,Arn Tellem,2017-2018,0,FALSE,,
Marcin Gortat,Zucker International,Guy Zucker,2017-2018,0,FALSE,,
Marco Belinelli,Excel Sports Management,Jeff Schwartz,2017-2018,0,FALSE,,
Marcus Morris,Rival Sports Group,Tony Dutt,2017-2018,0,FALSE,,
Marcus Thornton,Rival Sports Group,Tony Dutt,2017-2018,0,FALSE,,
Mario Chalmers,Excel Sports Management,Jeff Schwartz,2017-2018,0,FALSE,,
Markieff Morris,Rival Sports Group,Tony Dutt,2017-2018,0,FALSE,,
Marquis Teague,ASM Sports,Andy Miller,2017-2018,0,FALSE,,
Marreese Speights,ASM Sports,Andy Miller,2017-2018,0,FALSE,,
MarShon Brooks,Verus Management Team,Seth Cohen,2017-2018,0,FALSE,,
Martell Webster,Relativity Sports,Dan Fegan,2017-2018,TBD,FALSE,,
Marvin Williams,Williams & Connolly,Jim Tanner,2017-2018,0,FALSE,,
Mason Plumlee,Priority Sports & Entertainment,Mark Bartelstein,2017-2018,3371711,FALSE,,
Matt Barnes,Goodwin Management Group,Aaron Goodwin,2017-2018,TBD,FALSE,,
Matt Bonner,Championship Sports,Kenny Grant,2017-2018,0,FALSE,,
Mo Williams,Priority Sports & Entertainment,Mark Bartelstein,2017-2018,0,FALSE,,
Metta World Peace,Pinnacle Management Corporation,Marc Cornstein,2017-2018,0,FALSE,,
Metta World Peace,Pinnacle Management Corporation,Marc Cornstein,2017-2018,,FALSE,,
Meyers Leonard,Excel Sports Management,Jeff Schwartz,2017-2018,0,FALSE,,
Michael Beasley,Excel Sports Management,Jeff Schwartz,2017-2018,0,FALSE,,
Michael Beasley,Excel Sports Management,Jeff Schwartz,2017-2018,,FALSE,,
Michael Carter-Williams,Excel Sports Management,Jeff Schwartz,2017-2018,4358247,FALSE,,
Michael Kidd-Gilchrist,Creative Artists Agency,Leon Rose,2017-2018,0,FALSE,,
Mike Conley,BDA Sports Management,Mike Conley,2017-2018,0,FALSE,,
Mike Dunleavy Jr,Wasserman Media Group,Arn Tellem,2017-2018,0,FALSE,,
Mike James,Lee Basketball Services LTD,Bernie Lee,2017-2018,0,FALSE,,
Mike Miller,Wasserman Media Group,Arn Tellem,2017-2018,0,FALSE,,
Mike Miller,Wasserman Media Group,Arn Tellem,2017-2018,0,FALSE,,
Mike Scott,Creative Artists Agency,Aaron Mintz,2017-2018,0,FALSE,,
Miles Plumlee,Priority Sports & Entertainment,Mark Bartelstein,2017-2018,0,FALSE,,
Mirza Teletovic,Excel Sports Management,Jeff Schwartz,2017-2018,0,FALSE,,
Maurice Harkless,Relativity Sports,Dan Fegan,2017-2018,0,FALSE,,
Monta Ellis,Relativity Sports,Happy Walters,2017-2018,0,FALSE,,
Nando De Colo,Creative Artists Agency,Steve Heumann,2017-2018,0,FALSE,,
Nate Robinson,Goodwin Management Group,Aaron Goodwin,2017-2018,TBD,FALSE,,
Nate Wolters,Allegiant Athletic Agency,Jared Karnes,2017-2018,TBD,FALSE,,
Nazr Mohammed,Excel Sports Management,Mike Higgins,2017-2018,0,FALSE,,
Nemanja Nedovic,Excel Sports Management,Jeff Schwartz,2017-2018,3118390,FALSE,,
Nene,Relativity Sports,Dan Fegan,2017-2018,0,FALSE,,
Nerlens Noel,ASM Sports,Andy Miller,2017-2018,5848909,FALSE,,
Nick Calathes,Relativity Sports,Dan Fegan,2017-2018,TBD,FALSE,,
Nick Collison,Excel Sports Management,Mike Higgins,2017-2018,0,FALSE,,
Nick Young,Priority Sports & Entertainment,Mark Bartelstein,2017-2018,0,FALSE,,
Nicolas Batum,Comsport,Bouna Ndiaye,2017-2018,0,FALSE,,
Nikola Pekovic,Excel Sports Management,Jeff Schwartz,2017-2018,11600000,FALSE,,
Nikola Vucevic,BDA Sports Management,Rade Filipovich,2017-2018,0,FALSE,,
Norris Cole,Bell Management,Joel Bell,2017-2018,0,FALSE,,
O.J. Mayo,Landmark Sports Agency,Rob Pelinka,2017-2018,0,FALSE,,
Omer Asik,ASM Sports,Andy Miller,2017-2018,0,FALSE,,
Omri Casspi,Creative Artists Agency,Steve Heumann,2017-2018,0,FALSE,,
Orlando Johnson,BDA Sports Management,Bill Duffy,2017-2018,0,FALSE,,
Otto Porter,FAME,David Falk,2017-2018,7732904,FALSE,,
Pablo Prigioni,AAI Sports,George Bass,2017-2018,0,FALSE,,
Patrick Christopher,Relativity Sports,Chris Patrick,2017-2018,0,FALSE,,
Patrick Mills,Creative Artists Agency,Steve Heumann,2017-2018,0,FALSE,,
Patrick Patterson,Excel Sports Management,Sam Goldfeder,2017-2018,0,FALSE,,
Pau Gasol,Wasserman Media Group,Arn Tellem,2017-2018,0,FALSE,,
Paul George,Creative Artists Agency,Aaron Mintz,2017-2018,0,FALSE,,
Paul Millsap,BDS Sports,DeAngelo Simmons,2017-2018,0,FALSE,,
Paul Pierce,Excel Sports Management,Jeff Schwartz,2017-2018,0,FALSE,,
Pero Antic,Excel Sports Management,Michael Lindeman,2017-2018,0,FALSE,,
Perry Jones,BDA Sports Management,Bill Duffy,2017-2018,0,FALSE,,
Peyton Siva,ASM Sports,Andy Miller,2017-2018,0,FALSE,,
Phil Pressey,Creative Artists Agency,Aaron Mintz,2017-2018,TBD,FALSE,,
Quentin Richardson,24/7 Sports Management,Jeff Wechsler,2017-2018,0,FALSE,,
Quincy Acy,Athlete Management,Michael Silverman,2017-2018,0,FALSE,,
Quincy Pondexter,Wasserman Media Group,Arn Tellem,2017-2018,0,FALSE,,
Rajon Rondo,BDA Sports Management,Bill Duffy,2017-2018,0,FALSE,,
Ramon Sessions,Allegiant Athletic Agency,Jared Karnes,2017-2018,0,FALSE,,
Randy Foye,Creative Artists Agency,Steve Heumann,2017-2018,TBD,FALSE,,
Rashard Lewis,Rival Sports Group,Tony Dutt,2017-2018,0,FALSE,,
Ray Allen,Williams & Connolly,Jim Tanner,2017-2018,0,FALSE,,
Ray McCallum,Wasserman Media Group,Thaddeus Foucher,2017-2018,0,FALSE,,
Raymond Felton,Rival Sports Group,Colin Bryant,2017-2018,0,FALSE,,
Reggie Bullock,Excel Sports Management,Jeff Schwartz,2017-2018,3313542,FALSE,,
Reggie Evans,ASM Sports,Andy Miller,2017-2018,0,FALSE,,
Reggie Jackson,Priority Sports & Entertainment,Mark Bartelstein,2017-2018,0,FALSE,,
Richard Hamilton,Creative Artists Agency,Leon Rose,2017-2018,0,FALSE,,
Richard Howell,ASM Sports,Andy Miller,2017-2018,TBD,FALSE,,
Richard Jefferson,Stratosphere Sports,Todd Eley,2017-2018,0,FALSE,,
Ricky Ledo,Verus Management Team,Seth Cohen,2017-2018,0,FALSE,,
Ricky Rubio,Relativity Sports,Dan Fegan,2017-2018,0,FALSE,,
Robert Covington,Relativity Sports,Happy Walters,2017-2018,0,FALSE,,
Robert Sacre,Edge Sports,Keith Kreiter,2017-2018,0,FALSE,,
Robin Lopez,Wasserman Media Group,Arn Tellem,2017-2018,0,FALSE,,
Rodney Stuckey,Creative Artists Agency,Leon Rose,2017-2018,0,FALSE,,
Rodney Williams,BDA Sports Management,Kevin Bradbury,2017-2018,0,FALSE,,
Roger Mason,ASM Sports,Andy Miller,2017-2018,0,FALSE,,
Romero Osby,Relativity Sports,Happy Walters,2017-2018,0,FALSE,,
Ron Howard,Lee Basketball Services LTD,Bernie Lee,2017-2018,0,FALSE,,
Ronnie Brewer,Creative Artists Agency,Henry Thomas,2017-2018,0,FALSE,,
Ronnie Price,Excel Sports Management,Mike Higgins,2017-2018,0,FALSE,,
Ronny Turiaf,Priority Sports & Entertainment,Mark Bartelstein,2017-2018,0,FALSE,,
Roy Hibbert,FAME,David Falk,2017-2018,0,FALSE,,
Royce White,ASM Sports,Andy Miller,2017-2018,0,FALSE,,
Rudy Gay,Octagon Athlete Representation,Jeff Austin,2017-2018,0,FALSE,,
Rudy Gobert,Comsport,Bouna Ndiaye,2017-2018,3145868,FALSE,,
Russell Westbrook,Wasserman Media Group,Arn Tellem,2017-2018,0,FALSE,,
Ryan Anderson,Octagon Athlete Representation,Jeff Austin,2017-2018,0,FALSE,,
Ryan Gomes,Wasserman Media Group,Dan Tobin,2017-2018,0,FALSE,,
Ryan Hollins,BDA Sports Management,Todd Ramasar,2017-2018,0,FALSE,,
Ryan Kelly,Octagon Athlete Representation,Alex Saratsis,2017-2018,0,FALSE,,
Samuel Dalembert,Pinnacle Management Corporation,Marc Cornstein,2017-2018,TBD,FALSE,,
Scott Machado,Relativity Sports,Dan Fegan,2017-2018,TBD,FALSE,,
Serge Ibaka,ASM Sports,Andy Miller,2017-2018,0,FALSE,,
Sergey Karasev,ASM Sports,Andy Miller,2017-2018,3513312,FALSE,,
Seth Curry,Octagon Athlete Representation,Alex Saratsis,2017-2018,TBD,FALSE,,
Shabazz Muhammad,BDA Sports Management,Bill Duffy,2017-2018,4237401,FALSE,,
Shane Battier,Williams & Connolly,Jim Tanner,2017-2018,0,FALSE,,
Shane Larkin,Relativity Sports,Happy Walters,2017-2018,3656255,FALSE,,
Shannon Brown,Priority Sports & Entertainment,Mark Bartelstein,2017-2018,0,FALSE,,
Shaun Livingston,Creative Artists Agency,Henry Thomas,2017-2018,0,FALSE,,
Shawn Marion,Relativity Sports,Dan Fegan,2017-2018,0,FALSE,,
Shawne Williams,Relativity Sports,Dan Fegan,2017-2018,0,FALSE,,
Shelvin Mack,The Neustadt Group,Doug Neustadt,2017-2018,0,FALSE,,
Solomon Hill,Octagon Athlete Representation,Chris Emens,2017-2018,3355258,FALSE,,
Solomon Jones,Priority Sports & Entertainment,Mark Bartelstein,2017-2018,0,FALSE,,
Spencer Hawes,Wasserman Media Group,Arn Tellem,2017-2018,0,FALSE,,
Stephen Curry,Octagon Athlete Representation,Jeff Austin,2017-2018,0,FALSE,,
Steve Blake,Bell Management,Joel Bell,2017-2018,0,FALSE,,
Steve Nash,BDA Sports Management,Bill Duffy,2017-2018,0,FALSE,,
Steve Novak,Priority Sports & Entertainment,Mark Bartelstein,2017-2018,0,FALSE,,
Steven Adams,Wasserman Media Group,Arn Tellem,2017-2018,4321352,FALSE,,
Taj Gibson,Priority Sports & Entertainment,Mark Bartelstein,2017-2018,0,FALSE,,
Tayshaun Prince,BDA Sports Management,Bill Duffy,2017-2018,0,FALSE,,
Terrel Harris,Impact Sports Basketball,Brian Elfus,2017-2018,0,FALSE,,
Terrence Jones,Wasserman Media Group,Arn Tellem,2017-2018,0,FALSE,,
Terrence Ross,Creative Artists Agency,Aaron Mintz,2017-2018,0,FALSE,,
Thabo Sefolosha,Zucker International,Guy Zucker,2017-2018,0,FALSE,,
Thaddeus Young,Williams & Connolly,Jim Tanner,2017-2018,0,FALSE,,
Thomas Robinson,BDA Sports Management,Bill Duffy,2017-2018,0,FALSE,,
Tiago Splitter,Wasserman Media Group,Arn Tellem,2017-2018,0,FALSE,,
Tim Duncan,Williams & Connolly,Jim Tanner,2017-2018,0,FALSE,,
Tim Hardaway Jr,Priority Sports & Entertainment,Mark Bartelstein,2017-2018,3335707,FALSE,,
Timofey Mozgov,ASM Sports,Andy Miller,2017-2018,0,FALSE,,
Tobias Harris,Creative Artists Agency,Henry Thomas,2017-2018,0,FALSE,,
Toney Douglas,FAME,David Falk,2017-2018,0,FALSE,,
Tony Allen,IAM Sports,Raymond Brothers,2017-2018,0,FALSE,,
Tony Mitchell,Wasserman Media Group,Arn Tellem,2017-2018,0,FALSE,,
Tony Parker,Creative Artists Agency,Steve Heumann,2017-2018,0,FALSE,,
Tony Snell,Lagardere Unlimited,Mitchell Butler,2017-2018,3393813,FALSE,,
Tony Wroten,Wasserman Media Group,Greg Lawrence,2017-2018,0,FALSE,,
Tornike Shengelia,Zucker International,Guy Zucker,2017-2018,0,FALSE,,
Toure Murry,Lee Basketball Services LTD,Bernie Lee,2017-2018,0,FALSE,,
Travis Outlaw,BDA Sports Management,Bill Duffy,2017-2018,0,FALSE,,
Travis Outlaw,BDA Sports Management,Bill Duffy,2017-2018,0,FALSE,,
Trent Lockett,CGL Sports,Chris Grier Luchey,2017-2018,TBD,FALSE,,
Trevor Ariza,David Lee Services,David Lee,2017-2018,0,FALSE,,
Trevor Booker,ASM Sports,Andy Miller,2017-2018,0,FALSE,,
Tristan Thompson,Klutch Sports Management,Rich Paul,2017-2018,0,FALSE,,
Ty Lawson,Relativity Sports,Happy Walters,2017-2018,0,FALSE,,
Tyler Hansbrough,Excel Sports Management,Jeff Schwartz,2017-2018,0,FALSE,,
Tyler Zeller,Excel Sports Management,Jeff Schwartz,2017-2018,0,FALSE,,
Tyreke Evans,Wasserman Media Group,Arn Tellem,2017-2018,0,FALSE,,
Tyrus Thomas,Performance Sports Management,John Hamilton,2017-2018,0,FALSE,,
Tyshawn Taylor,Excel Sports Management,Mike Higgins,2017-2018,0,FALSE,,
Tyson Chandler,Excel Sports Management,Jeff Schwartz,2017-2018,0,FALSE,,
Udonis Haslem,Creative Artists Agency,Henry Thomas,2017-2018,0,FALSE,,
Vander Blue,Wasserman Media Group,Makhtar Ndiaye,2017-2018,0,FALSE,,
Victor Oladipo,IAM Sports,Raymond Brothers,2017-2018,8551612,FALSE,,
Vince Carter,IMG,Kurt Schoeppler,2017-2018,0,FALSE,,
Vitor Faverani,Interperformances,Herb Rudoy,2017-2018,TBD,FALSE,,
Vyacheslav Kravtsov,Excel Sports Management,Jeff Schwartz,2017-2018,0,FALSE,,
Wayne Ellington,Wasserman Media Group,Arn Tellem,2017-2018,0,FALSE,,
Wesley Johnson,Landmark Sports Agency,Rob Pelinka,2017-2018,0,FALSE,,
Wesley Matthews,Octagon Athlete Representation,Jeff Austin,2017-2018,0,FALSE,,
Will Barton,Impact Sports Basketball,Brian Elfus,2017-2018,0,FALSE,,
Will Bynum,Priority Sports & Entertainment,Mark Bartelstein,2017-2018,0,FALSE,,
Wilson Chandler,Relativity Sports,Dan Fegan,2017-2018,0,FALSE,,
Xavier Henry,Wasserman Media Group,Arn Tellem,2017-2018,0,FALSE,,
Zach Randolph,IAM Sports,Raymond Brothers,2017-2018,0,FALSE,,
Zaza Pachulia,Williams & Connolly,Jim Tanner,2017-2018,0,FALSE,,
